sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish_name,matchScore,mappingStatus,conceptId,comment
216.3,N. Benig.Piel Of Other Parties And Parties Not Face Especif.De,3968,140966,N. BENIG.PIEL DE OTRAS PARTES Y PARTES NO ESPECIF.DE LA CARA,0.27752187848091125,APPROVED,140966,
572,Liver Abscess And Sequels Of Chronic Liver Enfernedad,0,194984,ABSCESO HEPATICO Y SECUELAS DE ENFERNEDAD HEPATICA CRONICA,0.65541672706604,APPROVED,194984,
902.50,"Lesion Vessel (S) Iliac (S), Unspecified",0,198019,"LESION DE VASO(S) ILIACO(S), NO ESPECIFICADO",0.6234033107757568,APPROVED,198019,
357.1,Polyneuropathy Collagen Vascular Disease,0,375260,POLINEUROPATIA EN ENFERMEDAD VASCULAR DE COLAGENO,0.9572154879570007,APPROVED,375260,
902.52,Vein Injuries Hypogastric,0,443644,LESION DE VENA HIPOGASTRICA,0.7948082089424133,APPROVED,443644,
572.1,Pyaemia Portal,0,192670,PIEMIA PORTAL,0.9146643877029419,APPROVED,192670,
362.11,Hypertensive Retinopathy,3962,376965,RETINOPATIA HIPERTENSIVA,1.0,APPROVED,376965,
374,Other Disorders Of Eyelid,742,376125,OTROS TRASTORNOS DE LOS PARPADOS,1.0,APPROVED,376125,
902.53,Injury Iliac Artery,0,200881,LESION DE ARTERIA ILIACA,1.0,APPROVED,200881,
099.0,Chancroid,742,138973,CHANCROIDE,1.0,APPROVED,138973,
902.54,Injuries Of Vein Iliac,0,80576,LESION DE VENA ILIACA,0.6540650725364685,APPROVED,80576,
366.52,Other Secondary Cataract Without Vision Dimming,741,441846,"OTRA CATARATA SECUNDARIA, SIN OSCURECIMIENTO DE VISION",0.2726484537124634,APPROVED,441846,
356.3,Refsum Disease,0,4101333,ENFERMEDAD DE REFSUM,1.0,APPROVED,4101333,
573.2,Hepatitis In Other Enfer. Infect. Sort. Under Another Concept,0,194087,HEPATITIS EN OTRAS ENFER. INFECC. CLASIF. BAJO OTRO CONCEPTO,0.3588520288467407,APPROVED,194087,
902.55,Uterine Artery Injury,0,194797,LESION DE ARTERIA UTERINA,1.0,APPROVED,194797,
355.71,Causalgia Lower Limb,0,4237198,CAUSALGIA DE MIEMBRO INFERIOR,1.0,APPROVED,4237198,
238.73,High Grade Myelodysplastic Syndrome,741,136949,SINDROME MIELODISPLASICO DE ALTO GRADO,0.9376941323280334,APPROVED,136949,
355.7,Other Mononeuritis Lower Limb,0,4177483,OTRA MONONEURITIS DE MIEMBRO INFERIOR,0.9443203210830688,APPROVED,4177483,
902.56,Uterine Vein Injuries,0,200882,LESION DE VENA UTERINA,0.838175356388092,APPROVED,200882,
573.4,Liver Infarction,0,194417,INFARTO HEPATICO,0.8795231580734253,APPROVED,194417,
573.5,Hepatopulmonary Syndrome,0,4159144,SINDROME HEPATOPULMONAR,1.0,APPROVED,4159144,
742.59,Spinal Cord Abnormalities -Other Uncoded,741,133013,ANOMALIAS MEDULA ESPINAL -OTROS NO CODIFICADOS,0.2993883788585663,APPROVED,133013,
902.59,Injury Another Glass Iliac,0,198019,LESION DE OTRO VASO ILIACO,0.46357378363609314,APPROVED,198019,
355.4,Internal Popliteal Nerve Injury,0,4161309,LESION DEL NERVIO POPLITEO INTERNO,0.6927624344825745,APPROVED,4161309,
998.89,Other Specified Complications,3957,442019,OTRAS COMPLICACIONES ESPECIFICADAS,0.6650108098983765,APPROVED,442019,
V62.5,Legal Circumstances,3956,4329840,CIRCUNSTANCIAS LEGALES,0.0,UNCHECKED,0,
902.8,Other Injuries Of Vessels Specified Sanguin Abdomen / Pelvis,0,438600,LESION DE OTROS VASOS SANGUIN ESPECIFICADOS ABDOMEN/PELVIS,0.659487783908844,APPROVED,438600,
355.2,Other Injury Femoral Nerve,0,439807,OTRA LESION DE NERVIO FEMORAL,0.6517930030822754,APPROVED,439807,
902.81,Ovarian Artery Injury,0,198599,LESION DE ARTERIA OVARICA,1.0,APPROVED,198599,
902.82,Ovarian Vein Injuries,0,197148,LESION DE VENA OVARICA,0.8720410466194153,APPROVED,197148,
528.00,"Stomatitis And Mucositis, Unspecified",3952,138455,"ESTOMATITIS Y MUCOSITIS, SIN ESPECIFICAR",1.0,APPROVED,138455,
353.5,Neuralgic Disuse Atrophy,0,377271,AMIOTROFIA NEURALGICA,0.5639208555221558,APPROVED,377271,
996.31,Complication Mechanics Urethral Catheter (Ongoing),740,194847,COMPLICACION MECANICA DE CATETER URETRAL (PERMANENTE),0.5285817980766296,APPROVED,194847,
902.87,Multivessel Injury Of Abdomen / Pelvis,0,432480,LESION DE MULTIPLES VASOS DE ABDOMEN/PELVIS,0.6711669564247131,APPROVED,432480,
353.3,Injuries Roots Dorsales Ncoc,0,137858,LESIONES DE LAS RAICES DORSALES NCOC,0.22513246536254883,APPROVED,137858,
716.4,Transient Arthropathy,740,81930,ARTROPATIA TRANSITORIA,1.0,APPROVED,81930,
352.6,Paralisis Multiple Cranial Nerve,0,437543,PARALISIS MULTIPLE DE NERVIOS CRANEALES,0.7322854995727539,APPROVED,437543,
618.9,Prolapse Genital Neom,3949,199876,PROLAPSO GENITAL NEOM,0.7218103408813477,APPROVED,199876,
902.89,Injuries Of Vessel Specified Ncoc Of Other Abdomen / Pelvis,0,438600,LESION DE OTRO VASO ESPECIFICADO NCOC DE ABDOMEN/PELVIS,0.6040015816688538,APPROVED,438600,
352.5,Nerve Disorders Hypoglossal (12§),0,435537,TRASTORNOS DEL NERVIO HIPOGLOSO (12§),0.5571895241737366,APPROVED,435537,
352.4,Accessory Nerve Disorders (11§),0,437547,TRASTORNOS DEL NERVIO ACCESORIO (11§),0.5538245439529419,APPROVED,437547,
352.3,Nerve Disorders Pneumogastric (10§),0,432307,TRASTORNOS DEL NERVIO PNEUMOGASTRICO (10§),0.5415335893630981,APPROVED,432307,
721.8,Other Related Disorders From Column,740,44782549,OTROS TRASTORNOS CONEXOS DE LA COLUMNA,0.45496073365211487,APPROVED,44782549,
415.11,Stroke And Pulmonary Iatrogenic Infarction,740,40480461,EMBOLIA E INFARTO PULMONAR YATROGENICO,0.6523123979568481,APPROVED,40480461,
574.7,Calculations Gallbladder And Biliary Duct With Other Cholecystitis,0,201614,CALCULOS VESICULA Y CONDUCTO BILIAR CON OTRAS COLECISTITIS,0.846361517906189,APPROVED,201614,
379.03,Anterior Scleritis,739,441582,ESCLERITIS ANTERIOR,1.0,APPROVED,441582,
G35,,739,374919,,0.0,AUTO_MAPPED_TO_1,374919,
E11.42,,739,37017432,,0.0,AUTO_MAPPED_TO_1,37017432,
903,Injury Of Upper Limb Blood Vessels Of,0,201164,LESION DE VASOS SANGUINEOS DE EXTREMIDAD SUPERIOR,0.7408676743507385,APPROVED,201164,
574.71,"Calculations And Duct Vesicula Bil. With Colecist., With Obstruc",0,201614,"CALCULOS VESICULA Y CONDUCTO BIL. CON COLECIST., CON OBSTRUC",0.39567238092422485,APPROVED,201614,
903.0,Injury Of Blood Vessels Axillary,0,4055472,LESION DE VASOS SANGUINEOS AXILARES,0.8746223449707031,APPROVED,4055472,
00124,Despair,3948,,DESESPERANZA,1.0,APPROVED,4062071,
903.00,"Axillary Vessel Injury, Not Specified",0,4055472,"LESION DE VASO AXILAR, NO ESPECIFICADO",0.8642879128456116,APPROVED,4055472,
574.8,Calculations Gallbladder And Biliary Duct With Acute And Chronic Cholecystitis,0,443421,CALCULOS VESICULA Y CONDUCTO BILIAR CON COLECISTITIS AGUDA Y CRONICA,0.8641302585601807,APPROVED,443421,
728.3,Other Specific Muscle Disorders,3948,72618,OTRAS ALTERACIONES MUSCULARES ESPECIFICAS,1.0,APPROVED,72618,
51.87,,3944,46271144,,0.0,UNCHECKED,0,
574.80,Calculations Vesic.Y Cond. Bil. With Colec. Acute And Cron. Without Me,0,443421,"CALCULOS VESIC.Y COND. BIL. CON COLEC. AGUDA Y CRON., SIN ME",0.2522006928920746,APPROVED,443421,
433.1,Occlusion And Stenosis Carotid Arteries-Precerebral,3944,4288310,OCLUSION Y ESTENOSIS ARTERIAS PRECEREBRALES-ARTERIA CAROTIDA,0.6615945100784302,APPROVED,4288310,
903.01,Artery Injury Axillary,0,438608,LESION DE ARTERIA AXILAR,0.9431855082511902,APPROVED,438608,
903.02,Vein Injuries Axillary,0,434531,LESION DE VENA AXILAR,0.7363084554672241,APPROVED,434531,
396.2,Enough. Mitral Valve Stenosis-Valv. Aortic,3941,320115,INSUF. VALVULA MITRAL-ESTENOSIS VALV. AORTICA,0.39130669832229614,APPROVED,320115,
Z95.1,,3941,4163883,,0.0,UNCHECKED,0,
616.2,Gland Cyst Bartholin,3938,259865,QUISTE DE LA GLANDULA DE BARTHOLIN,0.7722886800765991,APPROVED,259865,
574.81,"Calculations Vesic.Y Cond. Bil. With Colec. Acute And Chron., Ob",0,443421,"CALCULOS VESIC.Y COND. BIL. CON COLEC. AGUDA Y CRON., CON OB",0.25010377168655396,APPROVED,443421,
241.9,Nontoxic Nodular Goiter And Unspecified,3934,136661,BOCIO NODULAR NO TOXICO Y NO ESPECIFICADO,0.9205916523933411,APPROVED,136661,
97.62,,3932,4197673,,0.0,UNCHECKED,0,
V49.86,State Of No 'Do Not Resuscitate',3931,4119499,ESTADO DE NO 'NO REANIMAR',0.0,UNCHECKED,0,
452,Portal Vein Thrombosis,3925,199837,TROMBOSIS DE VENA PORTA,1.0,APPROVED,199837,
79.16,,3924,4195117,,0.0,UNCHECKED,0,
V15.06,Allergy Arachnoids,3924,4214956,ALERGIA A INSECTOS Y ARACNIDOS,0.0,UNCHECKED,0,
671.82,Compl Other Venous Emba / Puerp-Parida Complication Partum,739,313543;4041280,"OTRA COMPL VENOSA EMBA/PUERP-PARIDA, COMPLICACION POSTPARTO",0.4304623305797577,AUTO_MAPPED,313543,
Z80.0,,739,4167217,,0.0,UNCHECKED,0,
60,Labor Problems,739,2003944,PROBLEMAS LABORALES,0.0,UNCHECKED,0,
352.2,Nerve Disorders Other Glosofarigeo (9§),0,435803,OTROS TRASTORNOS DEL NERVIO GLOSOFARIGEO (9§),0.3069385290145874,APPROVED,435803,
295.34,Paranoid Schizophrenia - Acute Exacerbation Chronicle,3921,437243,ESQUIZOFRENIA PARANOIDE - CRONICA CON EXACERBACION AGUDA,0.8757708072662354,APPROVED,437243,
Z3A.38,,3919,443871,,0.0,AUTO_MAPPED_TO_1,443871,
90.92,,3918,2007273,,0.0,UNCHECKED,0,
352.0,Olfactory Nerve Disorders (1§),0,435253,TRASTORNOS DEL NERVIO OLFATORIO (1§),0.5727769732475281,APPROVED,435253,
304.0,Type Opioid Dependence,3918,438120,DEPENDENCIA DE TIPO OPIOIDE,0.8960849642753601,APPROVED,438120,
65.63,,3914,40488381,,0.0,UNCHECKED,0,
447.1,Taper Artery,3909,317305,ESTRECHAMIENTO DE ARTERIA,0.41412588953971863,APPROVED,317305,
352,Cranial Nerve Disorders Other,0,441848,TRASTORNOS DE OTROS NERVIOS CRANEALES,0.8865456581115723,APPROVED,441848,
587,Renal Sclerosis Neom,3899,4140207,ESCLEROSIS RENAL NEOM,0.8345443606376648,APPROVED,4140207,
V45.75,Acquired Absence Of Stomach,3895,4215685,AUSENCIA ADQUIRIDA DE ESTOMAGO,0.0,UNCHECKED,0,
BW00ZZZ,,3895,2792808,,0.0,UNCHECKED,0,
575.1,Other Cholecystitis,0,192956,OTRA COLECISTITIS,1.0,APPROVED,192956,
351.1,Ganglionitis Geniculate,0,376963,GANGLIONITIS GENICULADA,0.8744393587112427,APPROVED,376963,
903.1,Brachial Vessel Injury,0,201164,LESION DE VASOS BRAQUIALES,0.8605344891548157,APPROVED,201164,
903.2,Radiales Vessel Injury,0,314208,LESION DE VASOS RADIALES,0.7343659400939941,APPROVED,314208,
362.34,Transient Retinal Arterial Occlusion,3887,433195,OCLUSION ARTERIAL TRANSITORIA RETINIANA,1.0,APPROVED,433195,
903.3,Ulnar Vessel Injury,0,441725,LESION DE VASOS CUBITALES,0.8389819264411926,APPROVED,441725,
903.4,Artery Injury Palmar,0,313902,LESION DE ARTERIA PALMAR,0.90146404504776,APPROVED,313902,
350.9,Nerve Disorder Trigeminal Unspecified,0,440703,TRASTORNO DEL NERVIO TRIGEMINO SIN ESPECIFICAR,0.8336601257324219,APPROVED,440703,
V23.8,Control Other High Risk Pregnancy,738,444094;45765728,CONTROL DE OTRO EMBARAZO DE ALTO RIESGO,0.6393460035324097,AUTO_MAPPED,444094,
350.8,Other Specified Disorders Trigeminal Nerve,0,440703,OTROS TRASTORNOS ESPECIFICADOS DEL NERVIO TRIGEMINO,0.913333535194397,APPROVED,440703,
903.5,Digital Vessel Injury,0,194209,LESION DE VASOS DIGITALES,0.8103028535842896,APPROVED,194209,
349.8,Other Specified Disorders Of The Nervous System,0,376337,OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA NERVIOSO,0.9226198792457581,APPROVED,376337,
349.39,Other Tear Dural,0,4134439,OTRO DESGARRO DURAL,0.9242174625396729,APPROVED,4134439,
576.3,Drilling Bile Duct,0,192957,PERFORACION DE CONDUCTO BILIAR,0.5094872713088989,APPROVED,192957,
349.31,Accidental Tearing Puncture Or Dural During A Procedure,0,4134544,PUNCION O DESGARRO ACCIDENTAL DE LA DURAMADRE DURANTE UN PROCEDIMIENTO,0.7674025297164917,APPROVED,4134544,
576.5,Spasm Of Sphincter Of Oddi,0,441067,ESPASMO DEL ESFINTER DE ODDI,1.0,APPROVED,441067,
349.3,Tear Dural,0,4134439,DESGARRO DURAL,0.808939516544342,APPROVED,4134439,
349.1,Complication Snc Originating In Implanted Surgical Device.,0,377855,COMPLICACION SNC CON ORIGEN EN DISPOSITIVO IMPLANTADO QUIR.,0.3977411091327667,APPROVED,377855,
348.81,Temporal Sclerosis,0,40491436,ESCLEROSIS TEMPORAL,1.0,APPROVED,40491436,
655.83,Fetal Abnormality Ncoc-Complication Antepartum,738,36712695;444094,ANORMALIDAD FETAL NCOC-COMPLICACION ANTEPARTO,0.4798348546028137,AUTO_MAPPED,444094,
R00.0,,738,444070,,0.0,AUTO_MAPPED_TO_1,444070,
347.11,Narcolepsy In Conditions Classified Elsewhere With Cataplexy,0,437854,NARCOLEPSIA EN AFECCIONES CLASIFICADAS EN OTRO LUGAR CON CATAPLEJIA,1.0,APPROVED,437854,
911.0,Abrasion Trunk Or Burn-Uninfected,738,199192,ABRASION O QUEMADURA DE TRONCO-SIN INFECCION,0.5355352759361267,APPROVED,199192,
347.10,Narcolepsy In Conditions Classified Elsewhere Without Cataplexy,0,436100,NARCOLEPSIA EN AFECCIONES CLASIFICADAS EN OTRO LUGAR SIN CATAPLEJIA,0.9670929908752441,APPROVED,436100,
405.99,Other Secondary Hypertension Neom,737,319826,OTRA HIPERTENSION SECUNDARIA NEOM,0.8999461531639099,APPROVED,319826,
903.8,Other Vessels Specified Injury Upper Extremity,0,201164,LESION DE OTROS VASOS ESPECIFICADOS DE EXTREMIDAD SUPERIOR,0.7670652270317078,APPROVED,201164,
347.1,Narcolepsy In Conditions Classified Elsewhere,0,436100,NARCOLEPSIA EN AFECCIONES CLASIFICADAS EN OTRO LUGAR,1.0,APPROVED,436100,
347.01,Narcolepsy With Cataplexy,0,437854,NARCOLEPSIA CON CATAPLEJIA,1.0,APPROVED,437854,
579.1,Tropical Sprue,0,193521,ESPRUE TROPICAL,1.0,APPROVED,193521,
F02.81,,737,43530666;374888,,0.0,UNCHECKED,0,
579.2,Blind Loop Syndrome (Sind. Of Blind Asa),0,196732,SINDROME DE BLIND LOOP (SIND. DE ASA CIEGA),0.6219707727432251,APPROVED,196732,
347,Cataplexy & Narcolepsy,0,437854,CATAPLEJIA Y NARCOLEPSIA,0.78364497423172,APPROVED,437854,
354.8,Mononeuritis Other Upper Limb,737,43531027,OTRAS MONONEURITIS DEL MIEMBRO SUPERIOR,0.8861052393913269,APPROVED,43531027,
38.69,,737,2002128,,0.0,UNCHECKED,0,
00028,Risk Of Deficit Fluid Volume,3885,,RIESGO DE DEFICIT DE VOLUMEN DE LIQUIDOS,0.797415554523468,UNCHECKED,4172611,
162.5,"N. Malignant Lower Lobe, Bronchus Or Lung",3878,4157454,"N. MALIGNA LOBULO INFERIOR, BRONQUIO O PULMON",0.7613663673400879,APPROVED,4157454,
903.9,Blood Vessel Injury Neom Tip Superior,0,201164,LESION DE VASO SANGUINEO NEOM DE EXTREMIDAD SUPERIOR,0.5945314168930054,APPROVED,201164,
854.06,Les Intracr Otr Type / Nos-No Traum Intracr Open-Coma Neom,737,437385,LES INTRACR OTR TIPO/NEOM-NO TRAUM INTRACR ABIER-COMA NEOM,0.1887916624546051,AUTO_MAPPED_TO_1,437385,
346.93,"Migraña Not Specified, With Migraine Treatment Resistant Well Displayed Status With Migrainosus",0,377844;443615,"MIGRAÑA NO ESPECIFICADA, CON MIGRAÑA RESISTENTE AL TRATAMIENTO, ASI INDICADA, CON ESTATUS MIGRAÑOSO",0.46379342675209045,AUTO_MAPPED,377844,
579.4,Pancreatic Steatorrhea,0,200146,ESTEATORREA PANCREATICA,1.0,APPROVED,200146,
212.0,"N. Benigna Nasal Cavity, Middle Ear And Sinuses",736,442110,"N. BENIGNA DE CAVIDAD NASAL, OIDO MEDIO Y SENOS ACCESORIOS",0.5700106024742126,APPROVED,442110,
714,Arthritis Rheumatoid And Other Inflammatory Poliartropias,3878,4291025,ARTRITIS REUMATOIDES Y OTRAS POLIARTROPIAS INFLAMATORIAS,0.7230175733566284,APPROVED,4291025,
191.8,N. Malignant Brain Of Other Parties,736,372849,N. MALIGNA DE OTRAS PARTES CEREBRO,0.5532232522964478,APPROVED,372849,
294.11,Dementia In Diseases Classified Elsewhere With Alte,3877,374888,DEMENCIA EN ENFERMEDADES CLASIFICADAS EN OTRO LUGAR CON ALTE,0.8526968359947205,APPROVED,374888,
88.94,,3876,4242443,,0.0,UNCHECKED,0,
904,Injuries Of Vessels Of Lower Limb And Sites Neom,0,321726,LESION DE VASOS DE EXTREMIDAD INFERIOR Y SITIOS NEOM,0.4739541709423065,APPROVED,321726,
346.92,"Migraña Unspecified, Without Mention Of Migraine Treatment Resistant With Status Migrainosus",0,377844,"MIGRAÑA NO ESPECIFICADA, SIN MENCION DE MIGRAÑA RESISTENTE AL TRATAMIENTO, CON ESTATUS MIGRAÑOSO",0.5959755182266235,APPROVED,377844,
524.63,Articular Disc Disruption (Reduced / Unreduced),3875,74399,PERTURBACION DEL DISCO ARTICULAR (REDUCIDO/NO REDUCIDO),0.43152204155921936,APPROVED,74399,
904.0,Common Femoral Artery Injury,0,75126,LESION DE ARTERIA FEMORAL COMUN,1.0,APPROVED,75126,
128.0,Toxocariasis,0,432249,TOXOCARIASIS,1.0,APPROVED,432249,
295.82,Schizophrenia Other Specified - Chronicle,3868,4105330,OTRA ESQUIZOFRENIA ESPECIFICADA - CRONICA,0.7315635681152344,APPROVED,4105330,
904.1,Injury Sfa,0,73085,LESION DE ARTERIA FEMORAL SUPERFICIAL,0.2808283269405365,APPROVED,73085,
346.91,"Migraña Not Specified, With Migraine Treatment Resistant Well Displayed Status Unmentioned Migrainosus",0,443615,"MIGRAÑA NO ESPECIFICADA, CON MIGRAÑA RESISTENTE AL TRATAMIENTO, ASI INDICADA, SIN MENCION DE ESTATUS MIGRAÑOSO",0.4167727530002594,APPROVED,443615,
276.5,Volume Equil.Osmot./Electrolit./Acido-Basico-Disminucion Disorder,3861,436375,TRASTORNO EQUIL.OSMOT./ELECTROLIT./ACIDO-BASICO-DISMINUCION DE VOLUMEN,0.13173788785934448,AUTO_MAPPED_TO_1,436375,
37.23,,3853,4148375,,0.0,UNCHECKED,0,
V06.5,Need Tetanus-Diphtheria (Td) (Dt),3852,37109774,NECESIDAD DE VACUNA CONTRA TETANOS-DIFTERIA (TD) (DT),0.0,UNCHECKED,0,
205.1,Chronic Myelogenous Leukemia,736,134603,LEUCEMIA MIELOIDE CRONICA,1.0,APPROVED,134603,
